date,series,adjusted_close
2021-04-01,AVGO,41.20908737182617
2021-05-01,AVGO,42.6661262512207
2021-06-01,AVGO,43.41068649291992
2021-07-01,AVGO,44.18998718261719
2021-08-01,AVGO,45.26513671875
2021-09-01,AVGO,44.470733642578125
2021-10-01,AVGO,48.75704574584961
2021-11-01,AVGO,50.77547836303711
2021-12-01,AVGO,61.412086486816406
2022-01-01,AVGO,54.07209777832031
2022-02-01,AVGO,54.2160758972168
2022-03-01,AVGO,58.507469177246094
2022-04-01,AVGO,51.51182174682617
2022-05-01,AVGO,53.903480529785156
2022-06-01,AVGO,45.513851165771484
2022-07-01,AVGO,50.167259216308594
2022-08-01,AVGO,46.75987243652344
2022-09-01,AVGO,41.946556091308594
2022-10-01,AVGO,44.41322708129883
2022-11-01,AVGO,52.05695724487305
2022-12-01,AVGO,53.26292419433594
2023-01-01,AVGO,55.728248596191406
2023-02-01,AVGO,56.612281799316406
2023-03-01,AVGO,61.55319595336914
2023-04-01,AVGO,60.11016082763672
2023-05-01,AVGO,77.52052307128906
2023-06-01,AVGO,83.66981506347656
2023-07-01,AVGO,86.68119812011719
2023-08-01,AVGO,89.01934051513672
2023-09-01,AVGO,80.55171966552734
2023-10-01,AVGO,81.59815979003906
2023-11-01,AVGO,89.77959442138672
2023-12-01,AVGO,108.75448608398438
2024-01-01,AVGO,114.9655532836914
2024-02-01,AVGO,126.70470428466797
2024-03-01,AVGO,129.68258666992188
2024-04-01,AVGO,127.22277069091797
2024-05-01,AVGO,129.9897918701172
2024-06-01,AVGO,157.5892333984375
2024-07-01,AVGO,157.7139129638672
2024-08-01,AVGO,159.8144073486328
2024-09-01,AVGO,169.87258911132812
2024-10-01,AVGO,167.18418884277344
2024-11-01,AVGO,159.611328125
2024-12-01,AVGO,228.92050170898438
2025-01-01,AVGO,218.4835968017578
2025-02-01,AVGO,196.9186248779297
2025-03-01,AVGO,165.8218536376953
2025-04-01,AVGO,190.62135314941406
2025-05-01,AVGO,239.7449493408203
2025-06-01,AVGO,273.6449279785156
2025-07-01,AVGO,291.5636901855469
2025-08-01,AVGO,295.22686767578125
2025-09-01,AVGO,328.0714416503906
2025-10-01,AVGO,367.570068359375
2025-11-01,AVGO,400.7143249511719
2025-12-01,AVGO,344.82977294921875
2026-01-01,AVGO,330.08404541015625
2026-02-01,AVGO,318.377197265625
2026-03-01,AVGO,309.02093505859375
2026-04-01,AVGO,416.7703857421875
2026-05-01,AVGO,446.06402587890625
2026-06-01,AVGO,377.75
2026-07-01,AVGO,389.2799987792969
2026-08-01,AVGO,372.7099914550781
2025-02-01,SNDK,46.849998474121094
2025-03-01,SNDK,47.61000061035156
2025-04-01,SNDK,32.11000061035156
2025-05-01,SNDK,37.689998626708984
2025-06-01,SNDK,45.349998474121094
2025-07-01,SNDK,42.91999816894531
2025-08-01,SNDK,52.470001220703125
2025-09-01,SNDK,112.19999694824219
2025-10-01,SNDK,199.3300018310547
2025-11-01,SNDK,223.27999877929688
2025-12-01,SNDK,237.3800048828125
2026-01-01,SNDK,576.25
2026-02-01,SNDK,635.3599853515625
2026-03-01,SNDK,635.3400268554688
2026-04-01,SNDK,1096.510009765625
2026-05-01,SNDK,1694.97998046875
2026-06-01,SNDK,2273.72998046875
2026-07-01,SNDK,1214.8299560546875
2026-08-01,SNDK,1508.8204345703125
2016-09-01,NVDA,1.6828718185424805
2016-10-01,NVDA,1.7477105855941772
2016-11-01,NVDA,2.267849922180176
2016-12-01,NVDA,2.6254916191101074
2017-01-01,NVDA,2.685506820678711
2017-02-01,NVDA,2.499260187149048
2017-03-01,NVDA,2.6827402114868164
2017-04-01,NVDA,2.568711757659912
2017-05-01,NVDA,3.558812141418457
2017-06-01,NVDA,3.56398868560791
2017-07-01,NVDA,4.006527423858643
2017-08-01,NVDA,4.181061744689941
2017-09-01,NVDA,4.411284446716309
2017-10-01,NVDA,5.1031928062438965
2017-11-01,NVDA,4.956110000610352
2017-12-01,NVDA,4.778074741363525
2018-01-01,NVDA,6.069514751434326
2018-02-01,NVDA,5.979396343231201
2018-03-01,NVDA,5.72218132019043
2018-04-01,NVDA,5.556884765625
2018-05-01,NVDA,6.235025882720947
2018-06-01,NVDA,5.857003688812256
2018-07-01,NVDA,6.053801536560059
2018-08-01,NVDA,6.94319486618042
2018-09-01,NVDA,6.95160436630249
2018-10-01,NVDA,5.215311527252197
2018-11-01,NVDA,4.046821594238281
2018-12-01,NVDA,3.3057005405426025
2019-01-01,NVDA,3.5595078468322754
2019-02-01,NVDA,3.8236920833587646
2019-03-01,NVDA,4.450809001922607
2019-04-01,NVDA,4.486504077911377
2019-05-01,NVDA,3.3615224361419678
2019-06-01,NVDA,4.075466632843018
2019-07-01,NVDA,4.186891078948975
2019-08-01,NVDA,4.160977363586426
2019-09-01,NVDA,4.323927879333496
2019-10-01,NVDA,4.993372440338135
2019-11-01,NVDA,5.387832164764404
2019-12-01,NVDA,5.849206447601318
2020-01-01,NVDA,5.877296447753906
2020-02-01,NVDA,6.717552185058594
2020-03-01,NVDA,6.556621551513672
2020-04-01,NVDA,7.269990921020508
2020-05-01,NVDA,8.830544471740723
2020-06-01,NVDA,9.453953742980957
2020-07-01,NVDA,10.565803527832031
2020-08-01,NVDA,13.31282901763916
2020-09-01,NVDA,13.472140312194824
2020-10-01,NVDA,12.479937553405762
2020-11-01,NVDA,13.343695640563965
2020-12-01,NVDA,13.002532005310059
2021-01-01,NVDA,12.937541961669922
2021-02-01,NVDA,13.659380912780762
2021-03-01,NVDA,13.299193382263184
2021-04-01,NVDA,14.954336166381836
2021-05-01,NVDA,16.184799194335938
2021-06-01,NVDA,19.933551788330078
